Timestamp,Overall Load STD
2023-01-01 00:00:00+00:00,126.19203568447696
2023-01-01 00:02:00+00:00,126.27820883129849
2023-01-01 00:04:00+00:00,103.0636845611514
2023-01-01 00:06:00+00:00,110.77619935957038
2023-01-01 00:08:00+00:00,123.39204556475207
2023-01-01 00:10:00+00:00,144.80308049829213
2023-01-01 00:12:00+00:00,148.36915745198806
2023-01-01 00:14:00+00:00,141.2062920292642
2023-01-01 00:16:00+00:00,150.65004401864778
2023-01-01 00:18:00+00:00,153.52507143034427
2023-01-01 00:20:00+00:00,140.91164252821696
2023-01-01 00:22:00+00:00,155.18202989987648
2023-01-01 00:24:00+00:00,144.54465009745215
2023-01-01 00:26:00+00:00,133.82468582761172
2023-01-01 00:28:00+00:00,136.89118989252856
2023-01-01 00:30:00+00:00,124.88400140165973
2023-01-01 00:32:00+00:00,124.31339938891624
2023-01-01 00:34:00+00:00,90.20325520733716
2023-01-01 00:36:00+00:00,97.50430364433494
2023-01-01 00:38:00+00:00,97.58421803229434
2023-01-01 00:40:00+00:00,118.40535707193881
2023-01-01 00:42:00+00:00,126.71943822491662
2023-01-01 00:44:00+00:00,143.1318116674904
2023-01-01 00:46:00+00:00,143.1041538172236
2023-01-01 00:48:00+00:00,149.82328759712308
2023-01-01 00:50:00+00:00,152.17567216450186
2023-01-01 00:52:00+00:00,141.46174072215084
2023-01-01 00:54:00+00:00,147.55702241975683
2023-01-01 00:56:00+00:00,135.70114248049947
2023-01-01 00:58:00+00:00,129.29398968718834
2023-01-01 01:00:00+00:00,143.3277716571535
2023-01-01 01:02:00+00:00,136.4519305740003
2023-01-01 01:04:00+00:00,147.2165956135329
2023-01-01 01:06:00+00:00,153.3783636498233
2023-01-01 01:08:00+00:00,129.07389900303684
2023-01-01 01:10:00+00:00,133.18952170613008
2023-01-01 01:12:00+00:00,118.63432929865212
2023-01-01 01:14:00+00:00,88.01529893236658
2023-01-01 01:16:00+00:00,94.08394901118076
2023-01-01 01:18:00+00:00,79.88829379563019
2023-01-01 01:20:00+00:00,94.72150609204941
2023-01-01 01:22:00+00:00,101.16267551160689
2023-01-01 01:24:00+00:00,109.49574221174085
2023-01-01 01:26:00+00:00,109.76493739245348
2023-01-01 01:28:00+00:00,72.41801549302991
2023-01-01 01:30:00+00:00,71.64222894319188
2023-01-01 01:32:00+00:00,87.78618377911185
2023-01-01 01:34:00+00:00,111.45839467527666
2023-01-01 01:36:00+00:00,112.18143550853866
2023-01-01 01:38:00+00:00,113.70595534293145
2023-01-01 01:40:00+00:00,80.46071814907012
2023-01-01 01:42:00+00:00,96.08932708916593
2023-01-01 01:44:00+00:00,96.95367462885798
2023-01-01 01:46:00+00:00,98.69377386644004
2023-01-01 01:48:00+00:00,104.06874746396224
2023-01-01 01:50:00+00:00,94.10427263522698
2023-01-01 01:52:00+00:00,99.37984356846367
2023-01-01 01:54:00+00:00,119.9666038999273
2023-01-01 01:56:00+00:00,114.36279529951142
2023-01-01 01:58:00+00:00,121.71458835830144
2023-01-01 02:00:00+00:00,118.37822883664042
2023-01-01 02:02:00+00:00,132.16090307379883
2023-01-01 02:04:00+00:00,130.29482050334926
2023-01-01 02:06:00+00:00,118.88702458124708
2023-01-01 02:08:00+00:00,118.94680549918749
2023-01-01 02:10:00+00:00,80.76699753628114
2023-01-01 02:12:00+00:00,75.76279294529601
2023-01-01 02:14:00+00:00,88.47412267444543
2023-01-01 02:16:00+00:00,91.19545995644009
2023-01-01 02:18:00+00:00,97.15988639370912
2023-01-01 02:20:00+00:00,105.20832520436628
2023-01-01 02:22:00+00:00,97.25790152298087
2023-01-01 02:24:00+00:00,113.48346371546374
2023-01-01 02:26:00+00:00,103.2138107870235
2023-01-01 02:28:00+00:00,106.68974297658728
2023-01-01 02:30:00+00:00,110.66711744241294
2023-01-01 02:32:00+00:00,99.355241101287
2023-01-01 02:34:00+00:00,104.94822337583227
2023-01-01 02:36:00+00:00,100.65044326363727
2023-01-01 02:38:00+00:00,95.91641647141509
2023-01-01 02:40:00+00:00,107.36921427055765
2023-01-01 02:42:00+00:00,102.766486480709
2023-01-01 02:44:00+00:00,105.53258215278035
2023-01-01 02:46:00+00:00,108.43803131104596
2023-01-01 02:48:00+00:00,95.99806187112749
2023-01-01 02:50:00+00:00,96.71655997168432
2023-01-01 02:52:00+00:00,60.225730243255114
2023-01-01 02:54:00+00:00,47.59152920681988
2023-01-01 02:56:00+00:00,71.19053722050137
2023-01-01 02:58:00+00:00,71.17505770804537
2023-01-01 03:00:00+00:00,72.33972824148071
2023-01-01 03:02:00+00:00,72.64056558997024
2023-01-01 03:04:00+00:00,35.501253137867884
2023-01-01 03:06:00+00:00,35.23756108953146
2023-01-01 03:08:00+00:00,61.618244883833746
2023-01-01 03:10:00+00:00,66.1254459414947
2023-01-01 03:12:00+00:00,71.95426124656177
2023-01-01 03:14:00+00:00,72.92605482786253
2023-01-01 03:16:00+00:00,39.06766645833867
2023-01-01 03:18:00+00:00,63.94908185824735
2023-01-01 03:20:00+00:00,64.79466233902454
2023-01-01 03:22:00+00:00,70.36521462688208
2023-01-01 03:24:00+00:00,76.65686381029927
2023-01-01 03:26:00+00:00,58.827663124740454
2023-01-01 03:28:00+00:00,65.18194968012666
2023-01-01 03:30:00+00:00,63.51244154312783
2023-01-01 03:32:00+00:00,68.67240085669843
2023-01-01 03:34:00+00:00,74.33182515429868
2023-01-01 03:36:00+00:00,68.87286969109955
2023-01-01 03:38:00+00:00,86.27434491054446
2023-01-01 03:40:00+00:00,84.50427583628762
2023-01-01 03:42:00+00:00,71.98722554054741
2023-01-01 03:44:00+00:00,71.82548878875514
2023-01-01 03:46:00+00:00,46.27477837636882
2023-01-01 03:48:00+00:00,53.78068450327705
2023-01-01 03:50:00+00:00,61.95381318327967
2023-01-01 03:52:00+00:00,66.92554603093247
2023-01-01 03:54:00+00:00,72.44277210853564
2023-01-01 03:56:00+00:00,71.3231423495585
2023-01-01 03:58:00+00:00,80.7416928726957
2023-01-01 04:00:00+00:00,101.32966558814418
2023-01-01 04:02:00+00:00,94.1584403599892
2023-01-01 04:04:00+00:00,108.67341747946766
2023-01-01 04:06:00+00:00,101.72684247910789
2023-01-01 04:08:00+00:00,90.40902393552514
2023-01-01 04:10:00+00:00,94.91966204105016
2023-01-01 04:12:00+00:00,74.23532225640851
2023-01-01 04:14:00+00:00,90.18612356129307
2023-01-01 04:16:00+00:00,98.15826498862398
2023-01-01 04:18:00+00:00,99.06374521178077
2023-01-01 04:20:00+00:00,111.86970841231513
2023-01-01 04:22:00+00:00,94.75859743823533
2023-01-01 04:24:00+00:00,84.82268606046863
2023-01-01 04:26:00+00:00,84.89697375197534
2023-01-01 04:28:00+00:00,61.361452183782
2023-01-01 04:30:00+00:00,59.93419841311868
2023-01-01 04:32:00+00:00,75.09977107411589
2023-01-01 04:34:00+00:00,75.23663370514427
2023-01-01 04:36:00+00:00,75.76385325427883
2023-01-01 04:38:00+00:00,78.87650161112786
2023-01-01 04:40:00+00:00,61.684014832835224
2023-01-01 04:42:00+00:00,38.740900999543236
2023-01-01 04:44:00+00:00,38.577956186475724
2023-01-01 04:46:00+00:00,89.08010886203381
2023-01-01 04:48:00+00:00,89.47455854377021
2023-01-01 04:50:00+00:00,92.20449610818392
2023-01-01 04:52:00+00:00,66.87601381929828
2023-01-01 04:54:00+00:00,91.32790032736507
2023-01-01 04:56:00+00:00,91.29939750938624
2023-01-01 04:58:00+00:00,111.42306564483094
2023-01-01 05:00:00+00:00,143.36678118977892
2023-01-01 05:02:00+00:00,138.6157194472713
2023-01-01 05:04:00+00:00,162.3418144815644
2023-01-01 05:06:00+00:00,137.67986300793814
2023-01-01 05:08:00+00:00,150.90385494048002
2023-01-01 05:10:00+00:00,144.84305299185047
2023-01-01 05:12:00+00:00,115.263193916336
2023-01-01 05:14:00+00:00,134.90294644645795
2023-01-01 05:16:00+00:00,103.75139602860585
2023-01-01 05:18:00+00:00,122.91809232767307
2023-01-01 05:20:00+00:00,132.62030832224445
2023-01-01 05:22:00+00:00,94.2932152761554
2023-01-01 05:24:00+00:00,129.76721534303113
2023-01-01 05:26:00+00:00,83.79172989261791
2023-01-01 05:28:00+00:00,92.64203404910975
2023-01-01 05:30:00+00:00,111.7382833802113
2023-01-01 05:32:00+00:00,94.50655583690396
2023-01-01 05:34:00+00:00,117.21580360763907
