Timestamp,Overall Load STD
2023-01-01 00:00:00+00:00,134.0140399481555
2023-01-01 00:02:00+00:00,141.66210553694762
2023-01-01 00:04:00+00:00,122.49239566039869
2023-01-01 00:06:00+00:00,130.75479240379354
2023-01-01 00:08:00+00:00,143.42387398558253
2023-01-01 00:10:00+00:00,112.28576294054285
2023-01-01 00:12:00+00:00,112.66459343069242
2023-01-01 00:14:00+00:00,64.87448327844439
2023-01-01 00:16:00+00:00,94.1791523171811
2023-01-01 00:18:00+00:00,94.53171670061636
2023-01-01 00:20:00+00:00,94.3291842147681
2023-01-01 00:22:00+00:00,112.40727064840448
2023-01-01 00:24:00+00:00,94.3083837594083
2023-01-01 00:26:00+00:00,94.42986966498597
2023-01-01 00:28:00+00:00,94.63169059882317
2023-01-01 00:30:00+00:00,95.75102206141955
2023-01-01 00:32:00+00:00,102.10243441222754
2023-01-01 00:34:00+00:00,80.25691806847222
2023-01-01 00:36:00+00:00,80.64456117626176
2023-01-01 00:38:00+00:00,103.56599617884302
2023-01-01 00:40:00+00:00,78.69981339896721
2023-01-01 00:42:00+00:00,87.14235640358764
2023-01-01 00:44:00+00:00,101.90663980604569
2023-01-01 00:46:00+00:00,109.41574519098668
2023-01-01 00:48:00+00:00,109.45897284626392
2023-01-01 00:50:00+00:00,94.00113271452054
2023-01-01 00:52:00+00:00,95.58569450824561
2023-01-01 00:54:00+00:00,106.70016786575663
2023-01-01 00:56:00+00:00,131.94786335959097
2023-01-01 00:58:00+00:00,126.42747491735524
2023-01-01 01:00:00+00:00,129.3818237928226
2023-01-01 01:02:00+00:00,100.69633408880748
2023-01-01 01:04:00+00:00,119.72787693820113
2023-01-01 01:06:00+00:00,130.50053954900204
2023-01-01 01:08:00+00:00,119.96452112169244
2023-01-01 01:10:00+00:00,120.54581333627156
2023-01-01 01:12:00+00:00,65.79760646200613
2023-01-01 01:14:00+00:00,21.05052447434888
2023-01-01 01:16:00+00:00,21.12944564152783
2023-01-01 01:18:00+00:00,20.814410459960158
2023-01-01 01:20:00+00:00,19.730311269609988
2023-01-01 01:22:00+00:00,81.47937667030013
2023-01-01 01:24:00+00:00,83.9303827297439
2023-01-01 01:26:00+00:00,84.26947249522603
2023-01-01 01:28:00+00:00,83.74811212765478
2023-01-01 01:30:00+00:00,101.66339859016729
2023-01-01 01:32:00+00:00,107.42952088224747
2023-01-01 01:34:00+00:00,108.00102767332645
2023-01-01 01:36:00+00:00,107.97794361095978
2023-01-01 01:38:00+00:00,67.84120758238726
